,date,12:00 AM,12:30 AM,1:00 AM,1:30 AM,2:00 AM,2:30 AM,3:00 AM,3:30 AM,4:00 AM,4:30 AM,5:00 AM,5:30 AM,6:00 AM,6:30 AM,7:00 AM,7:30 AM,8:00 AM,8:30 AM,9:00 AM,9:30 AM,10:00 AM,10:30 AM,11:00 AM,11:30 AM,12:00 PM,12:30 PM,1:00 PM,1:30 PM,2:00 PM,2:30 PM,3:00 PM,3:30 PM,4:00 PM,4:30 PM,5:00 PM,5:30 PM,6:00 PM,6:30 PM,7:00 PM,7:30 PM,8:00 PM,8:30 PM,9:00 PM,9:30 PM,10:00 PM,10:30 PM,11:00 PM,11:30 PM
193,2017/07/13,28.0,28.0,28.805156292681104,29.226910528258227,28.0,28.0,28.0,27.4967808853372,28.0,25.57790186309275,28.44683428928638,28.0,28.0,28.064002230342634,28.22413954606702,26.156891251098884,30.0,31.0,31.0,31.0,31.0,31.0,31.0,32.0,33.0,33.0,33.0,33.0,36.55883691299856,34.0,32.873416189454204,34.0,34.0,13.034765660913937,34.0,34.0,27.139500773247587,35.1703538336754,23.502613979323776,33.0,32.0,31.0,31.0,30.0,30.0,30.0,30.0,30.0
194,2017/07/14,30.0,29.48814307521225,29.86350546075065,30.0,30.0,29.0,28.497981162768433,29.0,28.327860019687016,27.11130510142829,28.270100789452464,29.0,29.0,28.700754075848963,29.0,27.65604934392383,31.045025503891654,30.0,30.56257710327355,32.0,30.667472208135464,32.336644308184184,32.39684358204864,33.0,33.0,33.0,33.0,33.0,35.0,35.0,34.0,35.42335532648169,35.0,12.436863334606732,35.0,35.0,33.0,33.0,26.982305888587334,30.831500634970244,32.0,32.0,32.0,32.0,32.0,32.0,31.0,31.0
195,2017/07/15,29.242205339744583,30.0,30.95218674865338,30.0,31.450516518503484,29.0,29.0,29.0,29.0,29.0,28.395578193079032,30.0,29.0,29.0,30.0,30.0,30.0,30.0,29.0,28.0,30.0,32.0,33.0,34.0,34.0,34.0,35.0,35.0,30.314837757804685,34.0,34.0,33.0,32.0,15.297435822831364,32.0,32.0,35.57271006279072,31.0,31.0,30.0,30.0,30.0,30.0,33.62087549165191,30.0,30.0,32.19150876847987,29.0
196,2017/07/16,29.0,29.0,31.266063735399698,29.0,31.532022996269546,29.0,30.524717586039504,29.0,29.0,29.963473604073084,29.0,29.0,29.0,29.0,29.0,31.662221204851736,29.0,30.0,31.0,29.40647259761935,33.0,33.0,34.0,34.0,32.895447671279044,35.0,35.0,30.360995713605384,26.304508532140407,36.0,29.558843169914187,28.600262789828996,34.0,21.0179818148688,34.0,33.0,33.0,33.0,32.0,33.0,32.0,32.0,32.0,32.0,31.0,31.0,31.0,31.0
197,2017/07/17,31.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,31.0,31.0,32.0,32.0,32.0,32.0,32.0,33.0,32.0,32.0,32.0,28.0,28.0,28.0,28.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,28.0,28.0,28.0,28.0,28.0,28.0
198,2017/07/18,28.0,28.0,28.0,28.0,28.0,28.0,27.0,27.0,31.224659331244116,29.607038215165982,30.46786630922428,27.0,28.0,28.0,28.0,29.0,30.0,31.0,32.0,32.0,33.0,34.0,34.0,34.0,35.0,36.0,36.0,36.0,36.0,36.0,37.0,37.0,37.0,37.0,37.0,37.0,36.0,36.0,35.0,35.0,35.0,33.0,33.0,33.0,33.0,33.0,32.0,31.0
199,2017/07/19,31.0,29.890860104965046,30.060181210651407,31.0,30.0,30.0,30.0,30.0,31.78864691487507,30.0,30.0,30.0,30.0,25.65536789210725,31.0,32.0,32.0,34.0,34.0,35.0,35.0,30.279607691605598,37.0,37.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,37.0,37.0,32.0,32.0,31.0,32.0,32.0,33.06457773373723,32.0,32.0,32.0,32.0,31.0
200,2017/07/20,32.0,32.0,32.0,32.0,32.0,31.0,31.0,31.0,31.0,31.0,29.0,29.0,28.0,26.0,31.156149810087605,31.593260197940516,26.0,26.0,33.336497785450455,26.0,26.0,26.0,27.0,28.0,28.0,29.0,30.0,30.0,35.93035140739493,31.0,36.43510613026721,32.0,33.0,34.0,34.0,34.0,33.0,33.0,33.0,33.0,33.0,32.0,31.0,31.0,31.0,31.0,31.0,31.0
201,2017/07/21,30.0,30.0,30.0,30.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,31.0,32.0,32.0,26.676557089360642,32.0,33.0,34.0,34.0,34.0,34.0,34.0,35.0,35.0,35.0,36.0,36.0,36.0,36.0,30.88248524240496,34.0,33.0,33.0,31.236312494671886,32.0,32.0,32.0,32.0,31.0,31.0,31.0
202,2017/07/22,30.0,29.0,29.0,28.00831659815053,29.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.438973251014264,28.0,28.0,28.0,29.0,29.0,29.49106759614907,30.0,33.07967767191531,30.0,32.0,32.0,33.0,33.0,33.0,33.0,34.0,34.0,34.0,32.0,29.0,35.776972595425896,29.0,29.0,29.0,30.300344611235207,29.0,28.0,28.0,28.0,28.0,27.0,27.0,27.0,27.0,27.0
203,2017/07/23,29.32553797154424,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,28.0,28.628265907138015,29.0,29.0,30.0,30.0,32.0,32.0,32.0,32.0,32.0,32.0,33.0,33.0,32.0,33.0,33.0,33.0,33.0,28.58263517500684,27.0,27.0,28.0,28.0,28.0,28.0,27.0,27.0,27.0,27.0,26.259441858698437,28.0,28.0
204,2017/07/24,28.0,28.0,28.0,27.036571393188904,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,28.0,28.0,28.0,29.0,29.0,30.0,31.0,29.0,29.0,29.0,31.0,32.0,33.0,33.0,30.0,31.0,31.0,31.0,30.713348496896533,31.0,31.0,31.0,31.0,30.0,30.0,30.0,30.0,30.0,30.0,27.0,27.0,27.0,27.0
205,2017/07/25,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,28.0,29.0,29.0,30.0,30.0,31.0,31.0,31.0,31.0,31.0,32.55925453724048,31.0,33.0,30.0,30.0,31.0,31.0,30.0,30.0,30.0,31.0,30.0,29.0,29.0,28.0,28.0,28.0,27.0,27.0,27.0,27.0
206,2017/07/26,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,28.0,28.0,28.0,30.0,30.0,30.0,30.0,31.0,31.0,31.0803774224389,32.0,32.0,32.0,32.0,32.35289243450806,33.0,33.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,33.0,33.0,33.0,33.0,32.0,32.0,31.0,31.0,31.0,31.0,30.0
207,2017/07/27,30.0,30.0,30.0,30.0,30.0,30.0,30.0,27.407543493107806,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,31.0,31.0,31.0,31.0,31.0,32.0,32.0,33.0,33.0,33.0,33.0,33.0,34.0,34.0,32.48341376739701,34.0,34.0,34.0,33.0,33.0,32.0,32.0,31.0,31.0,31.0,29.97479478305266,31.0,31.0,31.0,31.0
208,2017/07/28,29.90771522312555,30.0,29.811335926272644,30.0,29.8409037107632,30.0,30.0,27.908402217101163,30.0,30.0,30.0,30.0,29.0,29.0,30.0,30.0,30.0,30.0,31.0,31.0,31.0,32.0,33.0,33.0,33.0,33.0,34.0,34.0,33.0,34.0,34.0,34.0,31.0,31.0,32.0,33.0,33.0,31.0,30.0,31.85189994108919,27.0,27.0,28.0,28.0,28.0,28.0,28.0,28.0
209,2017/07/29,28.0,28.0,28.0,28.0,28.0,28.0,29.013020568412813,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,29.0,29.0,29.0,30.0,31.0,31.0,31.0,32.0,32.0,32.0,33.0,33.0,34.0,34.0,34.0,35.6759968209032,34.0,34.0,33.0,33.0,33.0,33.0,31.981382547176217,32.556889868495716,31.0,30.0,30.0,30.0,29.0,29.0,29.0,28.0
210,2017/07/30,28.0,29.28268134977455,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,29.0,29.0,30.0,30.0,31.0,32.0,30.798754773858846,32.0,33.0,33.0,33.0,33.0,30.128661846958693,34.0,34.0,34.0,33.0,33.0,33.0,33.0,32.0,32.0,32.0,31.0,31.0,31.0,31.0,30.0,30.0,30.0,30.0,30.0
211,2017/07/31,30.0,30.0,29.0,29.0,29.0,29.0,27.05775123407148,29.0,29.0,28.0,28.0,28.0,28.0,28.0,27.0,27.0,28.0,28.0,28.0,29.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,29.0,27.0,28.0,28.0,28.0,27.0,27.0,26.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0
212,2017/08/01,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,28.0,29.0,29.0,30.0,30.0,30.0,30.0,29.0,29.0,29.0,28.0,29.0,29.0,29.0,28.0,28.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0
213,2017/08/02,27.0,27.0,27.0,27.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,27.0,27.0,27.0,27.615634975402198,27.0,29.0,29.0,29.0,29.0,30.0,30.0,31.0,31.0,30.0,30.0,32.177491827968204,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,30.0,30.0,30.0,30.0,29.0,29.0,29.0,29.0,29.0,29.0
214,2017/08/03,29.0,28.030657833867135,29.0,28.0,28.0,28.0,28.0,28.0,28.0,27.0,27.0,27.0,27.76260857588086,27.0,26.83907968691716,28.0,28.0,28.0,29.0,29.0,29.0,31.0,31.0,32.0,32.0,33.0,31.454371237052943,34.0,33.0,33.0,34.0,34.0,34.0,34.0,34.0,33.0,33.0,32.1893235183458,32.0,32.0,31.0,31.0,30.14274573779184,30.0,30.0,30.0,29.0,29.0
215,2017/08/04,29.0,29.0,28.0,28.0,28.0,28.0,28.0,27.0,27.0,27.0,27.0,27.0,26.76402511468993,27.0,27.0,27.0,27.0,28.0,28.0,30.0,30.0,30.0,31.0,32.0,32.0,32.6490273545895,33.0,34.50798892109524,34.0,34.0,34.0,34.0,34.0,36.90168443498832,34.0,34.0,33.0,33.0,33.0,32.0,32.0,31.0,31.0,31.0,31.0,31.0,31.0,30.0
216,2017/08/05,30.0,30.0,30.0,30.0,30.0,29.0,29.0,29.0,29.0,29.0,28.0,28.0,27.0,27.92094844086353,28.0,28.0,28.146693525075722,28.0,29.0,29.0,31.650425229769432,30.0,30.0,31.0,34.10658404721404,33.0,34.0,34.0,35.0,35.0,35.0,34.0,34.0,37.561078209180174,34.0,33.0,33.0,33.0,32.0,32.0,32.0,32.0,32.0,32.0,31.0,31.0,31.0,31.0
217,2017/08/06,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,30.521079029279704,29.237631861542862,29.0,29.0,29.0,29.814017657058894,29.911495124132237,30.0,30.0,31.0,32.0,33.0,33.0,34.0,35.0,35.0,35.0,32.93953907708446,35.0,35.0,36.0,36.0,35.0,35.0,34.0,32.0,32.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,30.0,30.0
218,2017/08/07,30.0,30.0,30.0,29.36456349337352,30.0,30.0,30.0,30.0,30.0,30.0,30.0,29.0,29.0,29.0,30.0,30.0,30.0,31.0,32.0,32.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,30.0,26.0,26.0,26.0,27.0,27.0,28.0,28.0,29.0,28.0,28.0,29.0,29.0,29.0,29.0,29.0,29.0,28.0,28.0
219,2017/08/08,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,29.761973962723395,28.0,28.0,28.0,28.0,28.0,29.0,30.0,30.0,31.0,31.0,32.0,33.0,33.0,33.0,33.0,34.0,34.0,34.0,34.0,23.53100250687629,31.0,31.0,25.41594556787834,31.0,31.0,30.0,30.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0
220,2017/08/09,29.0,27.864741280201514,29.0,29.0,29.0,29.0,28.125732597983383,29.0,29.0,29.0,28.896254461682236,29.0,27.805330818291665,29.0,29.0,29.0,30.0,30.0,30.0,31.0,31.0,32.0,32.0,32.0,28.0,32.4170604607033,28.0,28.0,27.0,27.0,28.6044509088563,29.0,28.0,29.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,29.0,29.0,29.0,29.0,29.0
221,2017/08/10,29.0,29.0,29.0,29.0,29.332394938609195,29.0,29.0,29.0,29.0,29.0,28.0,28.0,28.0,28.748728351334506,28.0,28.0,28.0,28.0,29.0,29.0,29.0,30.0,30.0,31.0,31.0,32.0,33.0,33.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,30.39668923497382,32.0,32.0,32.0,31.0,31.0,31.0,30.0
222,2017/08/11,30.0,30.0,30.0,29.0,29.0,29.0,29.0,29.0,29.0,28.0,27.607304054899377,28.0,28.0,28.0,29.0,29.0,30.0,27.0,30.0,28.970445759256535,31.0,32.0,33.0,33.0,33.0,33.0,34.0,35.137299191838196,35.0,34.0,35.0,35.0,35.0,35.87378864730763,35.0,34.0,34.0,34.0,33.0,33.0,30.48059736646448,33.0,32.0,31.0,31.0,31.0,31.0,30.0
223,2017/08/12,30.0,30.0,30.0,29.0,29.0,29.0,29.0,28.61710064914399,27.87252004027691,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,29.0,30.0,30.0,31.0,32.0,32.0,33.0,33.0,33.0,34.0,34.0,34.0,35.0,35.0,35.0,35.0,35.0,35.0,34.0,34.0,34.0,34.0,33.0,31.0,31.0,31.0,31.0,30.0,30.0,30.0,30.0
224,2017/08/13,29.0,29.0,29.0,29.0,28.59724337304567,28.0,28.0,28.0,27.0,27.0,29.134703492142997,27.0,27.0,27.0,27.0,28.0,28.0,28.0,30.0,30.0,30.842738751837707,31.0,31.0,32.0,33.0,33.0,33.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,33.0,33.0,32.0,32.0,32.0,32.0,31.0,31.0,31.0,31.0
225,2017/08/14,31.0,30.0,30.0,30.0,29.0,29.0,29.0,28.0,28.0,28.0,29.919419424658763,27.0,27.0,27.0,28.0,28.0,28.761998126840847,29.0,30.0,30.0,31.0,31.0,31.0,32.0,33.0,32.51403954738782,33.0,34.0,35.0,35.0,35.0,36.0,36.0,36.0,35.0,35.0,34.39479708424263,35.0,33.0,33.0,32.0,32.0,32.0,32.0,32.0,31.0,31.0,30.0
226,2017/08/15,31.0,29.383387763311088,30.0,30.0,30.0,30.0,30.0,29.0,29.0,29.0,29.0,29.0,26.563706399895946,28.0,28.037293397726067,29.0,29.0,30.0,31.0,31.0,31.0,32.0,32.0,34.0,34.0,31.95581727771879,35.0,35.0,35.0,36.0,36.0,36.0,36.0,36.0,36.0,35.0,35.0,34.0,34.0,33.0,32.9462225716192,32.0,31.0,31.0,31.0,30.0,30.0,30.0
227,2017/08/16,30.0,29.0,30.08417823524898,31.01443576761957,28.0,28.0,29.890674723581988,28.0,28.0,28.0,27.0,27.0,27.0,27.0,28.0,28.0,29.0,29.0,30.0,30.0,31.0,32.0,32.0,33.0,34.0,32.16968636919037,35.0,35.0,35.0,36.0,36.0,36.0,35.425621305030866,36.0,36.0,35.0,35.0,35.0,34.0,34.0,34.0,33.0,33.0,33.0,33.0,33.0,33.0,32.0
228,2017/08/17,32.0,31.0,31.0,32.29430789809576,31.0,31.0,30.0,30.0,30.0,29.0,29.0,29.0,29.0,29.0,29.0,28.18556836654214,30.0,31.0,31.0,31.667020858769988,31.0,33.0,33.0,33.0,34.0,34.0,35.0,35.0,35.0,36.0,36.0,37.0,37.0,36.0,35.0,35.0,35.0,35.0,37.228413754881,34.0,34.0,34.0,34.0,34.0,36.0,33.0,33.64465749599406,32.0
229,2017/08/18,33.0,32.0,32.0,32.0,32.0,32.0,31.0,31.0,30.0,30.066197575364484,30.0,30.0,29.0,29.0,29.0,29.0,29.0,30.0,31.0,31.0,32.0,33.0,34.0,34.0,34.0,35.0,36.0,36.0,37.0,37.0,38.0,38.0,38.0,38.0,30.677842342270225,38.0,37.0,30.99467360912687,36.0,35.0,34.0,33.0,30.129924685597626,33.0,32.0,32.0,31.0,31.0
230,2017/08/19,31.0,31.0,30.0,29.37559836285644,29.559134759823085,30.0,30.0,30.0,30.0,30.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,28.0,27.0,26.0,27.0,27.0,28.0,28.0,29.0,28.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,33.68807963399352,28.0,28.0,28.0,28.0,28.0,28.0,28.0
231,2017/08/20,28.0,28.0,28.0,28.0,28.0,28.0,28.0,27.0,28.79669486308596,28.75795551046199,28.05286139317716,27.0,27.0,27.0,28.0,29.000726147481455,29.0,30.0,30.0,30.0,31.0,32.0,32.0,33.0,33.0,29.09744588061536,34.0,34.0,34.0,35.0,34.0,34.0,34.0,34.0,31.440111745685325,34.0,34.0,30.504748523154205,33.0,33.0,33.0,32.0,32.0,31.0,31.0,31.0,30.0,30.0
232,2017/08/21,28.450009426807497,30.0,30.0,30.0,30.0,29.0,29.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,29.0,30.0,30.0,31.667023273130283,31.0,32.0,33.0,33.0,34.0,34.0,34.0,34.0,35.0,34.36071767458246,34.0,36.71106452827031,35.0,35.0,37.331665251062454,35.0,34.0,34.0,33.0,33.0,34.066202641395414,32.0,32.0,32.0,31.0,30.199335654438368,31.0,31.0,30.0
233,2017/08/22,30.0,30.0,30.0,30.0,30.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,31.0,31.0,32.0,32.0,32.0,34.0,34.0,35.0,35.0,33.0,32.0,30.09530441045392,30.0,30.0,33.0,34.0,34.0,33.0,32.0,31.0,31.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,26.93689040554201,30.0,29.0,29.0
234,2017/08/23,29.0,29.0,27.747562167625496,29.0,27.09366833035108,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,30.0,31.0,32.0,33.0,33.0,34.0,34.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,29.0,29.0,29.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0
235,2017/08/24,27.0,27.0,27.0,27.0,26.0,26.0,26.0,26.0,28.920980338419447,26.0,26.0,26.0,26.0,26.0,27.0,27.0,27.0,28.0,28.0,29.0,29.0,29.0,33.3592582687253,31.0,31.0,32.0,33.0,33.0,29.753666705959613,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,33.0,32.0,32.0,32.0,31.0,31.0,31.0,31.0,31.0,31.0,30.0
236,2017/08/25,30.0,30.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,28.0,28.0,28.0,26.925372088110258,29.0,30.0,31.0,31.0,31.0,32.0,32.0,32.0,32.0,34.0,34.0,34.0,33.0,32.0,32.0,32.0,31.0,32.0,32.0,26.0,25.0,26.0,26.0,26.0,26.0,27.0,26.0,29.20201134551532,27.0,27.0,27.0,29.03274309095584,27.0
237,2017/08/26,27.0,27.0,27.0,27.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,27.0,27.0,27.0,27.0,28.313554042658993,27.0,28.0,29.0,30.0,33.04347026150265,31.0,31.0,31.0,31.0,34.61598917942705,32.0,32.0,33.0,34.0,34.0,34.0,33.0,33.0,28.0,28.0,28.0,28.0,27.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0
238,2017/08/27,26.0,26.0,26.0,26.0,26.0,26.0,26.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,26.0,27.0,28.0,29.0,30.0,28.821330367989642,31.0,32.0,33.0,33.0,33.0,34.0,30.920975686048376,35.0,35.0,36.0,36.0,36.0,36.0,35.0,35.0,34.0,33.0,32.0,30.0,30.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0
239,2017/08/28,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,27.0,27.0,27.0,27.0,28.0,28.0,28.0,28.0,28.0,28.0,29.0,29.0,30.0,30.0,31.0,32.0,32.0,31.0,31.0,30.0,29.0,29.0,30.0,31.0,31.0,31.0,30.0,30.0,30.0,30.0,29.0,29.0,29.0,29.0,29.0,28.0,30.403841616299765,28.0,28.0
240,2017/08/29,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.60878838824312,28.0,28.0,27.0,27.0,27.0,28.0,29.0,30.0,30.0,30.0,31.0,31.0,32.0,32.0,32.0,32.0,32.0,33.0,33.0,34.0,34.0,34.0,34.0,33.0,33.0,32.0,32.0,31.0,31.0,30.779021274706654,30.0,30.0,30.0,30.0,30.0,30.0,30.0
241,2017/08/30,30.0,30.0,30.0,30.0,29.0,29.0,29.0,29.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,27.000666961125624,29.0,29.0,30.0,30.0,31.0,31.0,31.0,31.0,32.0,33.0,33.0,33.0,33.0,34.0,34.0,34.0,29.0,29.605868990120594,29.0,32.0,32.0,32.0,31.0,31.0,30.0,30.0,28.0,26.0,26.0,26.0,26.0,27.0
242,2017/08/31,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,26.617846071373297,26.0,26.0,27.0,27.0,27.0,27.0,28.0,29.0,29.0,29.0,28.0,28.0,28.0,29.0,29.0,31.0,30.0,28.0,28.0,26.0,33.919520538990454,26.0,26.0,25.0,27.972514999468334,25.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0
243,2017/09/01,26.0,26.0,26.0,26.312023342729777,26.0,26.0,26.0,26.0,26.0,26.0,25.675807193053345,26.0,26.0,25.17758727108375,26.0,26.0,27.0,27.0,27.0,29.0,29.0,29.0,30.0,29.0,29.0,30.0,30.0,31.0,31.0,32.0,32.0,31.0,27.0,28.0,28.0,29.0,29.0,29.0,23.65476224412044,28.0,28.0,28.0,28.0,28.0,28.0,28.0,25.876426796668135,27.0
244,2017/09/02,28.0,25.557275795009836,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,24.140659801185965,27.0,27.0,27.0,27.0,27.0,28.0,29.0,29.0,29.0,29.0,29.0,30.0,30.0,30.0,30.0,29.0,28.0,28.0,27.0,27.0,27.0,28.0,28.0,28.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0
245,2017/09/03,27.0,27.0,27.0,27.0,27.0,26.0,26.0,26.0,26.0,26.0,28.647394318447894,26.0,25.0,25.0,25.0,26.0,26.0,27.0,28.0,29.0,29.0,30.0,30.0,31.0,31.0,31.0,32.0,32.0,33.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,33.0,30.08092019072028,33.0,33.0,31.0,31.0,31.0,27.507322796371973,30.0,30.0,30.0,30.0
246,2017/09/04,30.0,30.0,30.0,29.0,29.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,27.0,27.0,27.0,26.042292225744333,29.0,29.0,30.0,31.0,31.0,32.0,33.0,33.0,33.0,33.0,33.0,34.0,34.0,34.0,34.0,35.0,35.0,35.0,35.0,35.0,34.0,33.0,31.0,31.0,30.0,28.0,28.0,28.0,30.93796776589108,27.0,27.0,27.0
247,2017/09/05,27.0,27.0,26.0,26.0,26.0,26.0,26.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,26.0,28.0,29.0,30.0,30.0,31.0,32.0,33.0,33.0,34.69653204606786,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,33.0,31.93357337702082,32.0,29.0,29.0,29.0,29.0,27.0,29.71746656775271,26.801947833431054,27.0,27.0
248,2017/09/06,27.0,27.0,27.0,27.0,27.0,27.0,27.0,26.0,26.0,26.0,26.0,26.0,26.0,23.14742966432885,27.0,24.214172170985997,27.0,28.0,29.0,27.44045750084027,31.0,31.0,32.0,32.0,33.0,33.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,33.0,33.0,32.0,30.0,30.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0
249,2017/09/07,28.0,28.0,27.0,26.0,26.0,26.0,26.0,26.0,26.0,25.0,25.0,24.0,24.0,24.0,24.0,24.0,26.0,26.0,27.0,27.0,27.0,27.0,28.0,29.0,29.0,29.0,30.0,30.0,31.0,32.0,32.0,32.0,33.0,33.0,33.0,32.0,32.0,31.0,31.0,31.0,30.0,30.0,30.0,30.0,30.0,30.0,29.0,29.0
250,2017/09/08,29.0,29.0,29.0,28.0,28.0,28.0,28.0,28.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,28.0,29.0,29.0,30.0,31.0,32.0,32.0,32.0,32.0,33.0,33.0,30.143121700617318,34.0,34.0,35.0,35.0,35.0,33.34385430897587,34.0,34.0,33.0,33.0,32.0,32.0,31.0,31.0,31.0,31.0,30.0,30.0,30.0,30.0
251,2017/09/09,29.446518424406552,29.0,27.0,27.0,27.0,27.0,27.0,28.865781580181228,27.0,27.0,27.0,27.0,27.0,27.0,28.040494191841226,27.0,28.0,29.0,29.0,31.0,31.0,35.15709133201791,32.0,32.0,33.0,33.0,34.0,34.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,34.0,33.0,33.0,33.0,32.0,31.0,31.0,31.0,31.0,31.0,30.0,30.0,30.0
252,2017/09/10,30.0,30.381687779492644,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,28.0,28.0,28.0,27.950095093377286,30.0,31.0,30.813877707932345,33.0,34.0,35.0,36.0,36.0,33.42077415898305,37.0,37.0,37.0,37.0,36.0,36.0,36.0,34.28206675495729,36.0,36.0,35.0,35.0,34.0,34.0,32.777687377451734,30.29100820887158,32.0,32.0,31.0,31.0,31.0,31.0,31.0
253,2017/09/11,30.0,30.0,30.0,30.0,30.0,30.0,30.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,31.0,32.0,32.0,33.0,33.0,34.0,35.731301883559674,35.0,34.21732722724401,35.0,35.0,35.0,35.0,35.0,35.0,35.0,34.0,34.0,33.0,33.0,33.0,33.0,33.67601580714823,33.0,30.0,30.0,29.0,29.0,28.0,28.0,28.0,28.0
254,2017/09/12,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,26.0,26.0,26.0,28.223600536179188,28.0,29.0,30.0,31.0,32.0,33.0,34.0,34.0,35.0,34.0,34.0,35.0,35.0,35.0,36.0,36.0,35.0,35.0,35.0,34.0,34.0,33.42597825365663,33.0,32.0,30.925814516798447,32.0,31.0,31.0,31.0,31.0,31.0,30.0
